image_url,description,country,weather,time_of_day,season,activity,mood
https://images.pexels.com/photos/2767815/pexels-photo-2767815.jpeg,a sunny coastal marina packed with boats and yachts beside a green cliffside town overlooking a calm deep blue sea chosen because i d love to explore a lively mediterranean style harbor and relax by the water,Turkey,Sunny,Afternoon,Summer,sightseeing,Happiness
https://i.pinimg.com/1200x/d2/30/c5/d230c59bf557d259ae625e1bce55942f.jpg,saint basil s cathedral in moscow at night during snowfall glowing under city lights chosen because the winter atmosphere looks magical and i want to experience red square in the snow,Russia,Snowy,Evening,Winter,sightseeing,Excitement
https://images.unsplash.com/photo-1522778034537-20a2486be803?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a clear aerial view of santiago bernab u stadium in madrid home to real madrid,Spain,Sunny,Afternoon,Summer,sightseeing,Excitement
https://images.unsplash.com/photo-1587368062478-e804f5e2a55a?q=80&w=1323&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a vibrant photo of camp nou in barcelona during a football match,Spain,Clear,Evening,Fall,sightseeing,Curiosity
https://plus.unsplash.com/premium_photo-1661962726504-fa8f464a1bb8?q=80&w=1144&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a stunning view of tower bridge in london lit beautifully in the evening,England,Cloudy,Evening,Spring,sightseeing,Adventure
https://plus.unsplash.com/premium_photo-1694475361345-52f267ae4d92?q=80&w=1177&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the brandenburg gate in berlin a historic and iconic german monument,Germany,Sunny,Morning,Summer,sightseeing,Nostalgia
https://images.unsplash.com/photo-1613395877344-13d4a8e0d49e?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,beautiful houses of santorini overlooking the blue sea,Greece,Sunny,Afternoon,Summer,relaxing,Romance
https://plus.unsplash.com/premium_photo-1661902398022-762e88ff3f82?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a busy aerial view of shibuya crossing in tokyo at night,Japan,Clear,Night,Fall,sightseeing,Excitement
https://images.unsplash.com/photo-1553175210-7f14025d52c5?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a dramatic view of the burj khalifa tower in dubai,UAE,Sunny,Afternoon,Winter,sightseeing,Curiosity
https://images.unsplash.com/photo-1615811648503-479d06197ff3?q=80&w=1176&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a low angle shot of petra s famous al khazneh carved into rock,Jordan,Sunny,Morning,Spring,sightseeing,Nostalgia
https://images.unsplash.com/photo-1573843981267-be1999ff37cd?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,aerial view of a maldives island resort with bright turquoise water,Maldives,Sunny,Afternoon,Summer,relaxing,Happiness
https://plus.unsplash.com/premium_photo-1697730258694-7805e6b62583?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a classic view of the leaning tower of pisa on a sunny day,Italy,Sunny,Morning,Spring,sightseeing,Curiosity
https://static.independent.co.uk/2025/08/19/15/43/iStock-1547565308.jpeg,lush green terraced rice paddies characteristic of bali s agricultural landscape,Indonesia,Sunny,Morning,Summer,sightseeing,Happiness
https://cdn.pixabay.com/photo/2017/07/13/09/44/israel-2499892_1280.jpg,the iconic golden dome and intricate blue tile work of the mosque,Palestine,Sunny,Morning,Summer,worship,Humility 
https://thumbs.dreamstime.com/b/paris-louvre-museum-pyramid-tourists-sunset-glow-afternoon-illuminates-grounds-shades-pink-yellow-purple-world-s-399996264.jpg,the modern glass pyramid entrance contrasting with the historic palace architecture,France,Cloudy,Afternoon,Spring,sightseeing,Excitement
https://images.squarespace-cdn.com/content/v1/5cd57d59ca525b7e9eae595c/0b585eb6-c4cb-4790-9c05-d684b37f1d78/Venice+walk+2023-08-06+016.jpg,gondolas floating on the grand canal surrounded by classic venetian buildings,Italy,Sunny,Afternoon,Summer,relaxing,Romance
https://www.shutterstock.com/image-photo/mountain-fuji-sakura-cherry-blossom-260nw-2337510813.jpg,mount fuji towering over delicate cherry blossom trees in full bloom,Japan,Sunny,Morning,Spring,sightseeing,Happiness
https://cdn.naturettl.com/wp-content/uploads/2023/05/04144518/banff-national-park-landscapes-2-900x600.jpg,the stunning turquoise waters of moraine lake backed by the snow dusted valley of the ten peaks,Canada,Cloudy,Morning,Spring,hiking,Adventure
https://t3.ftcdn.net/jpg/01/13/78/94/360_F_113789415_Vt3uGKROnhEfExarV9MS7S8rJq60fLQ1.jpg,trekkers making their way across a snowy path toward the high altitude mountain peaks,Nepal,Sunny,Afternoon,Fall,hiking,Adventure
https://t3.ftcdn.net/jpg/04/15/61/06/360_F_415610652_VEm4IyaJi9oxKqnuQCIffkVDEwMvJLqe.jpg,the historic main square filled with people dining and socializing under the arcades,Spain,Cloudy,Afternoon,Summer,relaxing,Happiness
https://thumbs.dreamstime.com/b/oia-santorini-dark-night-long-exposure-photograph-sunset-mediterranean-sea-greece-oia-santorini-dark-night-long-261592555.jpg,white cliffside houses with blue domes overlooking the aegean sea during sunset,Greece,Sunny,Evening,Summer,relaxing,Romance
https://st4.depositphotos.com/1001001/19815/i/450/depositphotos_198158840-stock-photo-landscape-beautiful-camps-bay-cape.jpg,an aerial view of the city bowl and coastline with the flat top of table mountain,South Africa,Sunny,Afternoon,Summer,sightseeing,Excitement
https://www.cataloniahotels.com/en/blog/wp-content/uploads/2023/12/barcelona-city-overview.jpg,a stunning aerial view of barcelona with the sagrada familia standing at the center surrounded by the city s perfectly organized grid layout,Spain,Sunny,Evening,Summer,sightseeing,Curiosity
https://img9.irna.ir/d/r2/2022/08/21/4/169864391.jpg?ts=1661061690475,a stunning view of the dome of the rock with its golden dome and detailed blue mosaics representing deep historical and cultural significance,Palestine,Cloudy,Afternoon,Not Clear,praying,Happiness
"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2023/06/26/images/243806.jpg",a view of the holy kaaba surrounded by worshippers performing prayer and pilgrimage in masjid al haram a deeply spiritual and peaceful sacred place,Saudi Arabia,Not Clear,Afternoon,Fall,praying,Happiness
https://www.mediaoffice.ae/-/media/2023/may/01-05/06/det_sheikh-zayed-road_always-on_1.jpg?h=1459&w=2109&hash=35CFC3825FA0C0525E060758A10D9106,a panoramic view of dubai with the museum of the future and emirates towers showing the city s modern skyline and vibrant urban atmosphere,United Arab Emirates,Cloudy,Afternoon,Winter,sightseeing,Curiosity
https://www.aljazeera.net/wp-content/uploads/2024/06/shutterstock_2006444318-1718872805.jpg?w=770&resize=770%2C512,a stunning view of the bahai gardens in haifa featuring perfectly terraced gardens vibrant greenery and the golden domed shrine of the bab at the top,Palestine,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://greenfue.com/wp-content/uploads/2022/01/%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%81%D9%8A-%D8%AC%D8%B2%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D8%AF%D9%8A%D9%81.jpg,luxury overwater villa with a private pool surrounded by clear turquoise water and palm trees offering a peaceful and relaxing tropical experience,Maldives,Sunny,Afternoon,Summer,relaxing,Happiness
https://media.elwatannews.com/media/img/mediaarc/large/10348548571584870607.jpg,an iconic view of the great wall of china stretching across green mountains showing its ancient stone pathways and watchtowers,China,Cloudy,Morning,Spring,walking,Curiosity
https://studying-in-uk.org/wp-content/uploads/2019/05/study-in-london-1068x641.jpg,a classic view of big ben and the houses of parliament with iconic red telephone booths and double deckers passing by capturing the lively charm of central london,United Kingdom,Cloudy,Evening,Not Clear,sightseeing,Curiosity
https://thumbs.dreamstime.com/b/eiffel-tower-famous-landmark-travel-destination-paris-france-night-summer-destinations-150686102.jpg,a romantic night view of the eiffel tower glowing with golden lights overlooking the city of paris,France,Not Clear,Evening,Not Clear,sightseeing,Romance
https://images.pexels.com/photos/2087387/pexels-photo-2087387.jpeg,a view of al aqsa mosque in jerusalem an important islamic holy site,Palestine,Sunny,Morning,Spring,relaxing,Happiness
https://images.pexels.com/photos/33840568/pexels-photo-33840568.jpeg,al masjid an nabawi in madinah showing its peaceful courtyard and iconic green dome,Saudi Arabia,Sunny,Afternoon,Summer,relaxing,Happiness
https://images.pexels.com/photos/5620451/pexels-photo-5620451.jpeg,the holy kaaba in mecca surrounded by pilgrims during worship,Saudi Arabia,Sunny,Evening,Summer,relaxing,Happiness
https://images.pexels.com/photos/24244141/pexels-photo-24244141.jpeg,bosphorus bridge in istanbul connecting the european and asian sides of the city,Turkey,Sunny,Evening,Spring,sightseeing,Excitement
https://images.pexels.com/photos/34656945/pexels-photo-34656945.jpeg,majestic waterfalls flowing through the norwegian natural landscape,Norway,Cloudy,Afternoon,Summer,hiking,Adventure
https://images.pexels.com/photos/28677183/pexels-photo-28677183.jpeg,swiss alps featuring snowy mountain peaks and green valleys,Switzerland,Sunny,Morning,Winter,hiking,Adventure
https://images.pexels.com/photos/3601426/pexels-photo-3601426.jpeg,luxury water villas built above turquoise waters in the maldives,Maldives,Sunny,Afternoon,Summer,relaxing,Happiness
https://images.pexels.com/photos/14267612/pexels-photo-14267612.jpeg,calm historic streets in ait ben haddou a traditional moroccan kasbah village,Morocco,Sunny,Afternoon,Summer,sightseeing,Adventure
https://images.pexels.com/photos/27599624/pexels-photo-27599624.jpeg,a scenic mediterranean view in sidi bou said village with white and blue houses,Tunisia,Sunny,Morning,Summer,sightseeing,Happiness
https://images.pexels.com/photos/34772828/pexels-photo-34772828.jpeg,a stunning view of the courtyard of the umayyad mosque highlighting its ancient islamic architecture,Syria,Cloudy,Afternoon,Spring,sightseeing,Happiness
https://images.unsplash.com/photo-1613395877344-13d4a8e0d49e?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,white washed buildings with blue domes overlooking the aegean sea in santorini i chose it for its unique architecture and stunning coastal views,Greece,Sunny,Morning,Summer,nan,Happiness
https://images.unsplash.com/photo-1552832230-c0197dd311b5?q=80&w=1096&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the colosseum in rome illuminated at dusk showcasing its ancient architecture and historical significance i chose it for its cultural heritage and iconic structure,Italy,Cloudy,Evening,Fall,nan,Curiosity
https://images.unsplash.com/photo-1545157000-85f257f7b040?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,boats traveling along the grand canal in venice surrounded by historic colorful buildings i chose it for its unique waterways and romantic atmosphere,Italy,Cloudy,Afternoon,Spring,boating,Romance
https://images.unsplash.com/photo-1608196612328-122858fd3959?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a picturesque lakeside village in hallstatt surrounded by mountains and autumn colored trees i chose it for its calm atmosphere and scenic natural beauty,Austria,Cloudy,Afternoon,Fall,nan,Nostalgia
https://images.unsplash.com/photo-1605130237448-47948e90646a?q=80&w=1332&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the bow bridge in central park surrounded by colorful autumn foliage i chose it for its peaceful atmosphere and beautiful seasonal colors,USA,Sunny,Afternoon,Fall,nan,Happiness
https://plus.unsplash.com/premium_photo-1661962364570-b9dba53959de?q=80&w=1168&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,colorful cliffside houses in cinque terre overlooking the mediterranean sea i chose it for its vibrant architecture and stunning coastal views,Italy,Sunny,Afternoon,Summer,photography,Excitement
https://images.unsplash.com/photo-1622285422722-b1b3eb36c728?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a couple walking under blooming cherry blossom trees in japan i chose it for its peaceful atmosphere and iconic spring scenery,Japan,Sunny,Afternoon,Spring,walking,Calm
https://images.unsplash.com/photo-1640535092591-b9c35f4b138f?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a snowy night view of zermatt village with the matterhorn mountain in the background i chose it for its dramatic alpine scenery and winter charm,Switzerland,Snowy,Evening,Winter,nan,Adventure
https://media.istockphoto.com/id/1202673580/photo/group-of-ski-mountaineers-during-a-trip-on-the-alps.webp?a=1&s=612x612&w=0&k=20&c=-hENS_I1QZVqg_OgI83YVqixrBKEIr0Gw9nwOlJ38aE=,group of skiers hiking through snowy mountains in the swiss alps i chose it for its adventurous winter landscape and dramatic alpine scenery,Switzerland,Sunny,Morning,Winter,skiing,Adventure
https://plus.unsplash.com/premium_photo-1661964149725-fbf14eabd38c?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a stunning island with white houses and blue domes overlooking the aegean sea i chose it because it s one of the most photographed and romantic spots in the world,Greece,Cloudy,Afternoon,Fall,relaxing,Happiness
https://plus.unsplash.com/premium_photo-1661902398022-762e88ff3f82?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a futuristic city full of neon lights modern tech and unique culture i chose it because it perfectly blends tradition and innovation,Japan,Not Clear,Evening,Summer,sightseeing,Happiness
https://images.unsplash.com/photo-1555400038-63f5ba517a47?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,lush green rice terraces beaches and spiritual temples i chose it because its a top destination for relaxation and nature lovers country bali indonesia,Bali Indonesia.,Cloudy,Afternoon,Spring,relaxing,Adventure
https://images.unsplash.com/photo-1549144511-f099e773c147?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the eiffel tower and elegant streets make it one of the most iconic cities i chose it because its a classic dream destination for art romance and culture,France,Sunny,Evening,Fall,sightseeing,Romance
https://images.unsplash.com/photo-1680562726402-d6d3076d0e6a?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,skyscrapers times square and endless entertainment i chose it because its the world s most energetic and diverse city,United States of America,Not Clear,Evening,Summer,relaxing,Happiness
https://images.unsplash.com/photo-1722502831726-6cea3afa8ced?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,a luxurious city with futuristic architecture and desert adventures i chose it because it represents modern ambition and innovation,United Arab Emirates,Sunny,Morning,Summer,sightseeing,Romance
https://plus.unsplash.com/premium_photo-1666432045848-3fdbb2c74531?q=80&w=1332&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,crystal clear turquoise water with beautiful overwater resorts i chose it because its one of the most peaceful and beautiful tropical places on earth,Maldives,Sunny,Morning,Summer,relaxing,Romance
https://images.unsplash.com/photo-1568080549864-b4505167e242?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,traditional temples bamboo forests and colorful seasonal scenery i chose it because it preserves ancient japanese beauty and calmness,Japan,Cloudy,Evening,Spring,hiking,Adventure
https://images.unsplash.com/photo-1719343112563-f121bae8daf0?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,majestic snow covered mountains perfect for skiing and sightseeing i chose it because the landscapes are some of the most breathtaking on the planet,Switzerland,Sunny,Morning,Summer,hiking,Adventure
https://zamzam.com/blog/wp-content/uploads/2021/08/shutterstock_1745937893.jpg,the al aqsa mosque complex in jerusalem a sacred historical and spiritual site i chose this place because it represents deep cultural and religious significance and it inspires a strong sense of connection and identity,Palestine,Sunny,Afternoon,Spring,sightseeing,Nostalgia
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCck-yRyOQ28M2jNA_M2pai73jKcwpnWSfRQ&s,this image shows masjid al haram in mecca with the kaaba at its center surrounded by worshippers performing their religious rituals i chose this place because it is the holiest site in islam and visiting it for worship is a lifelong dream for me,Saudi Arabia,Not Clear,Evening,Not Clear,worship,Spiritual Awe
https://upload.wikimedia.org/wikipedia/commons/8/8a/Alhambra_detail.jpg,a detailed view of the alhambra palace in granada spain showcasing its intricate moorish architecture i chose this place for its stunning historical and cultural beauty,Spain,Sunny,Afternoon,Spring,sightseeing,Curiosity
https://images.contentstack.io/v3/assets/blt06f605a34f1194ff/blt289d3aab2da77bc9/6777f31f93a84b03b5a37ef2/BCC-2023-EXPLORER-Istanbul-Fun-things-to-do-in-Istanbul-HEADER_MOBILE.jpg?fit=crop&disable=upscale&auto=webp&quality=60&crop=smart,a vibrant cityscape of istanbul capturing its historic charm and cultural energy i chose this place for its rich history diverse culture and beauty bridging continents,Turkey,Sunny,Afternoon,Spring,sightseeing,Curiosity
"https://media.cntraveller.com/photos/63f37018ea053d878b345cb2/4:3/w_3456,h_2592,c_limit/London-GettyImages-585295947.jpeg",a panoramic view of london s skyline with iconic buildings i chose this place for its rich history vibrant culture and blend of historic and modern architecture,United Kingdom,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://www.royalcaribbean.com/media-assets/pmc/content/dam/shore-x/santorini-jtr/soc2-pyrgos-village-and-fira-town-with-wine-tasting/stock-photo-fira-town-volcano-sea-santorini_149799614.jpg?w=1440,a scenic view of santorini s cliffside town and volcanic landscape overlooking the sea i chose this place for its breathtaking beauty mediterranean charm and serene island atmosphere,Greece,Sunny,Afternoon,Summer,sightseeing,Romance
"https://res.cloudinary.com/dtljonz0f/image/upload/c_auto,ar_4:3,w_3840,g_auto/f_auto/q_auto/v1/shutterstock_2118458942_ss_non-editorial_jnjpwq?_a=BAVAZGE70",a warm sunset over paris with the eiffel tower orange autumn trees and a calm river creating a romantic peaceful scene,France,Sunny,Evening,Fall,sightseeing,Curiosity
https://www.vacationstravel.com/wp-content/uploads/2024/06/AdobeStock_319048642_Editorial_Use_Only.jpg,a bright colorful tokyo street glowing with neon signs as people walk through the lively nightlife,Japan,Not Clear,Evening,Not Clear,walking,Excitement
https://betamedia.experienceegypt.eg/media/experienceegypt/img/Original/2022/8/7/2022_8_7_18_27_31_356.jpeg,a bright coastal view of alexandria with the historic citadel of qaitbay surrounded by blue water and boats,Egypt,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://www.palestineremembered.com/Acre/Acre/Picture128744.webp,an aerial view of acre akka showing its historic old city ancient sea walls and the mediterranean coastline i chose this place because it is a beautiful and culturally rich palestinian city,Palestine,Sunny,Evening,Summer,sightseeing,Nostalgia
https://images.unsplash.com/photo-1454496522488-7a8e488e8606,snow capped peaks of mount everest and the himalayas under a cloudy sky,Nepal,Cloudy,Morning,Winter,hiking,Adventure
https://images.unsplash.com/photo-1610887364793-9af482f855bd?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the twin spires of cologne cathedral rising above autumn trees,Germany,Cloudy,Afternoon,Fall,sightseeing,Nostalgia
https://wallpapercave.com/wp/wp12606863.jpg,sunset casting purple and orange hues over the grand canyon,USA,Sunny,Evening,Summer,sightseeing,Adventure
https://images.unsplash.com/photo-1526392060635-9d6019884377,machu picchu ruins nestled in green mountains with mist rolling in,Peru,Cloudy,Morning,Summer,hiking,Curiosity
https://images.unsplash.com/photo-1502602898657-3e91760cbb34,the eiffel tower viewed from the seine river at dusk with pink sky,France,Cloudy,Evening,Spring,sightseeing,Romance
https://images.unsplash.com/photo-1531366936337-7c912a4589a7,vibrant purple and green northern lights over a snowy landscape,Iceland,Not Clear,Evening,Winter,sightseeing,Excitement
https://images.unsplash.com/photo-1555109307-f7d9da25c244,the empire state building and nyc skyline bathed in golden sunset light,USA,Sunny,Evening,Summer,sightseeing,Excitement
https://images.pexels.com/photos/1010657/pexels-photo-1010657.jpeg,blue domes and white buildings of santorini against a bright sky,Greece,Sunny,Afternoon,Summer,relaxing,Happiness
https://wallpapercave.com/wp/wp2216637.jpg,the faces of mount rushmore carved into the granite cliffside,USA,Sunny,Afternoon,Summer,sightseeing,Nostalgia
https://images.unsplash.com/photo-1493976040374-85c8e12f0c0e,traditional japanese street with women in kimonos near yasaka pagoda,Japan,Sunny,Evening,Spring,sightseeing,Romance
https://images5.alphacoders.com/573/573236.jpg,a stunning lakeside town surrounded by snow dusted mountains under a vibrant pink and blue sunset sky,New Zealand,Partly Cloudy,Evening,Winter,sightseeing,Tranquility
https://images7.alphacoders.com/902/thumb-1920-902602.jpg,a golden sandy beach with turquoise waters and lush green hills under bright sunny skies,USA,Sunny,Afternoon,Summer,swimming,Happiness
https://images.pexels.com/photos/1285625/pexels-photo-1285625.jpeg,white washed cliffside homes with blue domes overlooking the deep blue aegean sea on a clear day,Greece,Sunny,Afternoon,Summer,sightseeing,Romance
"https://images.prismic.io/perlan/046cecbc-1bb8-4065-b249-73bbc226fa1e_13439-157-2613.png?auto=compress,format",northern lights glowing above a peaceful harbor and modern buildings reflected in still water,Iceland,Clear Night Sky,Night,Winter,aurora watching,Wonder
https://images.unsplash.com/photo-1551322120-c697cf88fbdc?q=80&w=2069&auto=format&fit=crop,a bright skyline featuring tokyo tower surrounded by dense clusters of modern buildings,Japan,Clear,Afternoon,Spring,urban exploration,Excitement
https://images.unsplash.com/flagged/photo-1562503542-2a1e6f03b16b?q=80&w=1074&auto=format&fit=crop,a dramatic skyline featuring marina bay sands under a colorful sunset sky,Singapore,Partly Cloudy,Sunset,Summer,sightseeing,Awe
https://images.unsplash.com/photo-1568515387631-8b650bbcdb90?q=80&w=1170&auto=format&fit=crop,aerial view of manhattan with central park at the center of towering skyscrapers,USA,Clear,Afternoon,Summer,sightseeing,Energy
https://images.unsplash.com/photo-1627484986972-e544190b8abb?q=80&w=1168&auto=format&fit=crop,a futuristic nighttime skyline glowing with gold and white lights across tall skyscrapers,China,Clear Night,Night,Fall,city exploration,Excitement
https://images.unsplash.com/photo-1631614184214-cb0f8f6ed50e?fm=jpg,evening view of the louvre museum pyramid glowing under deep blue skies showing the artistic and historic charm of paris,France,Cloudy,Evening,Not Clear,sightseeing,Curiosity
https://images.unsplash.com/photo-1493976040374-85c8e12f0c0e?fm=jpg,two women wearing traditional purple and pink kimonos walking on a historic street in kyoto capturing traditional japanese culture and the peaceful charm of old town japan,Japan,Not Clear,Afternoon,Fall,walking,Curiosity 
https://images.unsplash.com/photo-1513072064285-240f87fa81e8?fm=jpg,a rainy night at the kaaba with worshippers praying on the wet marble floor illuminated by the mosque lights creating a peaceful and spiritual atmosphere,Saudi Arabia,Not Clear,Evening,Winter,praying,Nostalgia
https://images.unsplash.com/photo-1610997999027-681b320cee66?fm=jpg,a bright daytime waterfall surrounded by green forest in jeju island showing the island s peaceful nature and famous lush scenery,South Korea,Sunny,Morning,Spring,sightseeing,Adventure
https://images.unsplash.com/photo-1570161766218-f8488ebb8078?fm=jpg,a peaceful alpine village surrounded by green hills autumn trees and snowy mountain peaks showing the natural beauty of the swiss countryside,Switzerland,Snowy,Afternoon,Fall,sightseeing,Happiness
https://images.unsplash.com/photo-1555992828-ca4dbe41d294?fm=jpg,an aerial view of the colosseum surrounded by green parks and historic roman buildings showing the rich history and architectural beauty of rome,Italy,Sunny,Afternoon,Spring,sightseeing,Excitement
https://images.unsplash.com/photo-1508971607899-a238a095d417?fm=jpg,a stunning aerial view of a new zealand coastline with turquoise water white sand and green rolling hills showing the country s natural beauty and peaceful landscapes,New Zealand,Sunny,Afternoon,Summer,relaxing,Happiness
https://images.unsplash.com/photo-1529963183134-61a90db47eaf?fm=jpg,a nighttime view of the northern lights glowing over snowy rocks and the icy coastline of iceland creating a magical and dramatic winter landscape,Iceland,Snowy,Evening,Winter,sightseeing,Curiosity
https://images.pexels.com/photos/27348423/pexels-photo-27348423.jpeg,camp nou stadium in barcelona a world famous football arena known for its electric atmosphere i chose it because it represents passion sports and a dream visit for any football fan,Spain,Sunny,Afternoon,Summer,sightseeing,Excitement
https://images.pexels.com/photos/34958244/pexels-photo-34958244.jpeg,a scenic view of the lofoten islands with dramatic mountains colorful fishing villages and pure arctic beauty i chose it because it feels peaceful and unreal,Norway,Sunny,Afternoon,Summer,sightseeing,Adventure
https://images.pexels.com/photos/11565073/pexels-photo-11565073.jpeg,dome of the rock in jerusalem an iconic golden domed shrine located in al aqsa mosque compound i chose it because it represents deep spiritual meaning and timeless islamic architecture,Palestine,Sunny,Afternoon,Summer,sightseeing,Nostalgia
https://images.pexels.com/photos/34981831/pexels-photo-34981831.jpeg,al masjid al haram in makkah the holiest mosque in islam surrounding the kaaba i chose it because its a dream spiritual destination for every muslim,Saudi Arabia,Sunny,Afternoon,Summer,worship,Peace
https://images.pexels.com/photos/2779863/pexels-photo-2779863.jpeg,lake thun surrounded by mountains and peaceful swiss villages i chose it because the scenery is calm fresh and beautiful,Switzerland,Sunny,Afternoon,fall,relaxing,Peace
https://media.istockphoto.com/id/1601204187/photo/aerial-skyline-austin-texas-usa.jpg?s=2048x2048&w=is&k=20&c=6fjpBDurrs7bIx8k41fuwYCYoEZUFLRwZa1tiLDK0B4=,the image shows a bright aerial view of a modern city skyline with tall glass buildings i chose this place because it looks clean vibrant and full of life,United States,Sunny,Afternoon,Summer,no activity,Happiness
https://img.outoria.com/spai/q_lossy+w_300+h_300+to_avif+ret_img/www.outoria.com/wp-content/uploads/Travel/northern-lights-at-kirkjufell-iceland.jpg,the image shows a stunning landscape with the northern lights glowing in bright green waves nearby waterfalls and i chose it because combination of the mountainand glowing sky,Iceland,Cold,Evening,Winter,sightseeing,Adventure
